ID,Name,State,temperature,Anomaly (1901-2000 base period),Rank,1901-2000 Mean,,
MN-081,Lincoln County,Minnesota,46,2.5,100,43.5,,
MN-083,Lyon County,Minnesota,48.3,3.8,106,44.5,,
MN-085,McLeod County,Minnesota,47.6,3,100,44.6,,
MN-087,Mahnomen County,Minnesota,44.7,4.7,109,40,,
MN-089,Marshall County,Minnesota,44,4.2,106,39.8,,
MN-091,Martin County,Minnesota,48.3,3.1,103,45.2,,
MN-093,Meeker County,Minnesota,47.1,3.5,104,43.6,,
MN-095,Mille Lacs County,Minnesota,44.9,3,98,41.9,,
MN-097,Morrison County,Minnesota,45.3,3.5,105,41.8,,
MN-099,Mower County,Minnesota,46.3,2.3,94,44,,
MN-101,Murray County,Minnesota,47.7,3.8,108,43.9,,
MN-103,Nicollet County,Minnesota,48.1,2.7,99,45.4,,
MN-105,Nobles County,Minnesota,47.6,3.1,102,44.5,,
MN-107,Norman County,Minnesota,46.8,5.2,115,41.6,,
MN-109,Olmsted County,Minnesota,46.2,2,91,44.2,,
MN-111,Otter Tail County,Minnesota,45.8,4.5,111,41.3,,
MN-113,Pennington County,Minnesota,44,4,104,40,,
MN-115,Pine County,Minnesota,43.2,2.2,93,41,,
MN-117,Pipestone County,Minnesota,46.3,2.5,97,43.8,,
MN-119,Polk County,Minnesota,45.3,4.4,108,40.9,,
MN-121,Pope County,Minnesota,46.4,4.2,109,42.2,,
MN-123,Ramsey County,Minnesota,47.9,2.8,96,45.1,,
MN-125,Red Lake County,Minnesota,44.5,4,106,40.5,,
MN-127,Redwood County,Minnesota,48.7,3.6,105,45.1,,
MN-129,Renville County,Minnesota,48.2,3.4,105,44.8,,
MN-131,Rice County,Minnesota,47.3,2.3,95,45,,
MN-133,Rock County,Minnesota,47.7,2.7,100,45,,
MN-135,Roseau County,Minnesota,43.3,4.9,111,38.4,,
MN-137,St. Louis County,Minnesota,40.3,2.7,95,37.6,,
MN-139,Scott County,Minnesota,48.2,2.8,98,45.4,,
MN-141,Sherburne County,Minnesota,46.8,3.3,100,43.5,,
MN-143,Sibley County,Minnesota,48.1,3,102,45.1,,
MN-145,Stearns County,Minnesota,46.2,3.7,105,42.5,,
MN-147,Steele County,Minnesota,46.9,2.4,98,44.5,,
MN-149,Stevens County,Minnesota,47.1,4.2,108,42.9,,
MN-151,Swift County,Minnesota,47.5,4,109,43.5,,
MN-153,Todd County,Minnesota,45.3,4,107,41.3,,
MN-155,Traverse County,Minnesota,47.2,4,107,43.2,,
MN-157,Wabasha County,Minnesota,46.6,1.7,88,44.9,,
MN-159,Wadena County,Minnesota,44.6,4.1,104,40.5,,
MN-161,Waseca County,Minnesota,47.5,2.5,96,45,,
MN-163,Washington County,Minnesota,47.5,2.6,96,44.9,,
MN-165,Watonwan County,Minnesota,48.3,3.1,101,45.2,,
MN-167,Wilkin County,Minnesota,47.1,4.3,109,42.8,,
MN-169,Winona County,Minnesota,46.7,1.8,88,44.9,,
MN-171,Wright County,Minnesota,47.2,3.3,102,43.9,,
MN-173,Yellow Medicine County,Minnesota,48.1,3.5,104,44.6,,
MS-001,Adams County,Mississippi,68.1,2.6,106,65.5,,
MS-003,Alcorn County,Mississippi,62.8,2.7,108,60.1,,
MS-005,Amite County,Mississippi,68.1,2.8,111,65.3,,
MS-007,Attala County,Mississippi,65.8,3.2,111,62.6,,
MS-009,Benton County,Mississippi,63.1,2.7,104,60.4,,
MS-011,Bolivar County,Mississippi,66.1,3.1,110,63,,
MS-013,Calhoun County,Mississippi,64.8,2.6,109,62.2,,
MS-015,Carroll County,Mississippi,66.2,3.5,115,62.7,,
MS-017,Chickasaw County,Mississippi,64.8,2.6,111,62.2,,
MS-019,Choctaw County,Mississippi,65.1,3,112,62.1,,
MS-021,Claiborne County,Mississippi,67.6,2.6,106,65,,
MS-023,Clarke County,Mississippi,66.4,2.3,106,64.1,,
MS-025,Clay County,Mississippi,65.2,2.6,110,62.6,,
MS-027,Coahoma County,Mississippi,65.2,2.9,107,62.3,,
MS-029,Copiah County,Mississippi,67.2,2.6,107,64.6,,
MS-031,Covington County,Mississippi,67,2.3,106,64.7,,
MS-033,DeSoto County,Mississippi,63.5,1.9,93,61.6,,
MS-035,Forrest County,Mississippi,67.8,2.4,107,65.4,,
MS-037,Franklin County,Mississippi,67.7,2.7,107,65,,
MS-039,George County,Mississippi,68.1,2.3,106,65.8,,
MS-041,Greene County,Mississippi,67.3,1.8,103,65.5,,
MS-043,Grenada County,Mississippi,65.6,2.9,110,62.7,,
MS-045,Hancock County,Mississippi,69.2,3.1,114,66.1,,
MS-047,Harrison County,Mississippi,69,2.9,113,66.1,,
MS-049,Hinds County,Mississippi,67.2,2.8,106,64.4,,
MS-051,Holmes County,Mississippi,67,3.5,113,63.5,,
MS-053,Humphreys County,Mississippi,67.7,3.7,116,64,,
MS-055,Issaquena County,Mississippi,67.6,3.3,113,64.3,,
MS-057,Itawamba County,Mississippi,62.8,1.5,93,61.3,,
MS-059,Jackson County,Mississippi,68.8,2.6,111,66.2,,
MS-061,Jasper County,Mississippi,66.4,2.5,107,63.9,,
MS-063,Jefferson County,Mississippi,67.6,2.5,106,65.1,,
MS-065,Jefferson Davis County,Mississippi,67.2,2.5,106,64.7,,
MS-067,Jones County,Mississippi,67.1,2.2,105,64.9,,
MS-069,Kemper County,Mississippi,65.7,2.7,109,63,,
MS-071,Lafayette County,Mississippi,64.2,2.3,104,61.9,,
MS-073,Lamar County,Mississippi,67.8,2.5,107,65.3,,
MS-075,Lauderdale County,Mississippi,66,2.6,109,63.4,,
MS-077,Lawrence County,Mississippi,67.5,2.6,109,64.9,,
MS-079,Leake County,Mississippi,65.9,3,109,62.9,,
MS-081,Lee County,Mississippi,64.2,2.5,105,61.7,,
MS-083,Leflore County,Mississippi,67.2,3.8,117,63.4,,
MS-085,Lincoln County,Mississippi,67.3,2.6,109,64.7,,
MS-087,Lowndes County,Mississippi,65,2.2,103,62.8,,
MS-089,Madison County,Mississippi,66.8,2.8,108,64,,
MS-091,Marion County,Mississippi,68,2.5,108,65.5,,
MS-093,Marshall County,Mississippi,63.5,2.5,97,61,,
MS-095,Monroe County,Mississippi,64,1.8,95,62.2,,
MS-097,Montgomery County,Mississippi,65.3,3,111,62.3,,
MS-099,Neshoba County,Mississippi,65.6,3,112,62.6,,
MS-101,Newton County,Mississippi,65.9,2.8,109,63.1,,
MS-103,Noxubee County,Mississippi,65.6,2.7,108,63,,
MS-105,Oktibbeha County,Mississippi,65.5,2.9,111,62.6,,
MS-107,Panola County,Mississippi,64.3,2,98,62.3,,
MS-109,Pearl River County,Mississippi,68.6,3,112,65.6,,
MS-111,Perry County,Mississippi,67.7,2.3,105,65.4,,
MS-113,Pike County,Mississippi,68,2.9,109,65.1,,
MS-115,Pontotoc County,Mississippi,64.3,2.6,107,61.7,,
MS-117,Prentiss County,Mississippi,63.1,2.4,103,60.7,,
MS-119,Quitman County,Mississippi,65,2.4,100,62.6,,
MS-121,Rankin County,Mississippi,66.5,2.6,106,63.9,,
MS-123,Scott County,Mississippi,66,2.8,107,63.2,,
MS-125,Sharkey County,Mississippi,67.7,3.4,114,64.3,,
MS-127,Simpson County,Mississippi,66.8,2.6,106,64.2,,
MS-129,Smith County,Mississippi,66.5,2.6,107,63.9,,
MS-131,Stone County,Mississippi,68.4,2.8,112,65.6,,
MS-133,Sunflower County,Mississippi,66.9,3.5,116,63.4,,
MS-135,Tallahatchie County,Mississippi,65.9,3,110,62.9,,
MS-137,Tate County,Mississippi,63.6,1.7,92,61.9,,
MS-139,Tippah County,Mississippi,63.1,2.7,107,60.4,,
MS-141,Tishomingo County,Mississippi,62.2,2.1,102,60.1,,
MS-143,Tunica County,Mississippi,64.3,2.3,99,62,,
MS-145,Union County,Mississippi,63.8,2.5,104,61.3,,
MS-147,Walthall County,Mississippi,68,2.7,110,65.3,,
MS-149,Warren County,Mississippi,67.7,3,108,64.7,,
MS-151,Washington County,Mississippi,67.2,3.4,115,63.8,,
MS-153,Wayne County,Mississippi,66.7,1.9,104,64.8,,
MS-155,Webster County,Mississippi,65,2.9,113,62.1,,
MS-157,Wilkinson County,Mississippi,68.5,2.6,106,65.9,,
MS-159,Winston County,Mississippi,65.4,3.1,111,62.3,,
MS-161,Yalobusha County,Mississippi,64.9,2.5,107,62.4,,
MS-163,Yazoo County,Mississippi,67.5,3.2,111,64.3,,
MO-001,Adair County,Missouri,54.4,3.4,106,51,,
MO-003,Andrew County,Missouri,57.2,4.8,116,52.4,,
MO-005,Atchison County,Missouri,55,3.2,108,51.8,,
MO-007,Audrain County,Missouri,57,4,113,53,,
MO-009,Barry County,Missouri,58.9,2.6,106,56.3,,
MO-011,Barton County,Missouri,59.6,3.1,107,56.5,,
MO-013,Bates County,Missouri,59.8,4.4,117,55.4,,
MO-015,Benton County,Missouri,59.1,4.3,118,54.8,,
MO-017,Bollinger County,Missouri,60.4,3.9,119,56.5,,
MO-019,Boone County,Missouri,58.2,4.3,117,53.9,,
MO-021,Buchanan County,Missouri,57.9,4.8,117,53.1,,
MO-023,Butler County,Missouri,62.2,3.7,115,58.5,,
MO-025,Caldwell County,Missouri,56.1,3.7,112,52.4,,
MO-027,Callaway County,Missouri,58.8,4.7,117,54.1,,
MO-029,Camden County,Missouri,59.5,4.2,115,55.3,,
MO-031,Cape Girardeau County,Missouri,60.5,4.1,120,56.4,,
MO-033,Carroll County,Missouri,57,3.7,112,53.3,,
MO-035,Carter County,Missouri,61.1,4.3,120,56.8,,
MO-037,Cass County,Missouri,59.6,5.4,121,54.2,,
MO-039,Cedar County,Missouri,60.2,4.2,116,56,,
MO-041,Chariton County,Missouri,57.4,4.2,114,53.2,,
MO-043,Christian County,Missouri,58.5,3.2,107,55.3,,
MO-045,Clark County,Missouri,53.6,1.9,94,51.7,,
MO-047,Clay County,Missouri,58,4.7,117,53.3,,
MO-049,Clinton County,Missouri,56.9,4.5,117,52.4,,
MO-051,Cole County,Missouri,59.7,4.6,119,55.1,,
MO-053,Cooper County,Missouri,58.8,4.8,120,54,,
MO-055,Crawford County,Missouri,59.4,4.9,120,54.5,,
MO-057,Dade County,Missouri,59.8,3.8,109,56,,
MO-059,Dallas County,Missouri,59.1,4.1,115,55,,
MO-061,Daviess County,Missouri,56,3.9,113,52.1,,
MO-063,DeKalb County,Missouri,56.8,4.7,117,52.1,,
MO-065,Dent County,Missouri,59.5,4.8,121,54.7,,
MO-067,Douglas County,Missouri,59.3,3.9,114,55.4,,
MO-069,Dunklin County,Missouri,63.6,4.2,121,59.4,,
MO-071,Franklin County,Missouri,59.2,4.7,119,54.5,,
MO-073,Gasconade County,Missouri,59.1,4.8,120,54.3,,
MO-075,Gentry County,Missouri,56.2,4.7,117,51.5,,
MO-077,Greene County,Missouri,58.8,3.7,110,55.1,,
MO-079,Grundy County,Missouri,55.4,3.2,104,52.2,,
MO-081,Harrison County,Missouri,55.1,4,115,51.1,,
MO-083,Henry County,Missouri,59.5,4.3,117,55.2,,
MO-085,Hickory County,Missouri,59.5,4.2,116,55.3,,
MO-087,Holt County,Missouri,56.9,4.3,115,52.6,,
MO-089,Howard County,Missouri,58.2,4.6,117,53.6,,
MO-091,Howell County,Missouri,60.9,5.2,122,55.7,,
MO-093,Iron County,Missouri,59.8,5.1,122,54.7,,
MO-095,Jackson County,Missouri,59,5.2,120,53.8,,
MO-097,Jasper County,Missouri,60,3.2,108,56.8,,
MO-099,Jefferson County,Missouri,60.2,4.9,120,55.3,,
MO-101,Johnson County,Missouri,59,5,119,54,,
MO-103,Knox County,Missouri,54.1,2.8,101,51.3,,
MO-105,Laclede County,Missouri,59.1,4.1,115,55,,
MO-107,Lafayette County,Missouri,58.5,5,119,53.5,,
MO-109,Lawrence County,Missouri,59,3.2,106,55.8,,
MO-111,Lewis County,Missouri,54.3,2.2,98,52.1,,
MO-113,Lincoln County,Missouri,58,4.4,116,53.6,,
MO-115,Linn County,Missouri,55.8,3.4,105,52.4,,
MO-117,Livingston County,Missouri,56,3.2,106,52.8,,
MO-119,McDonald County,Missouri,60.1,2.8,106,57.3,,
MO-121,Macon County,Missouri,55.7,3.7,110,52,,
MO-123,Madison County,Missouri,59.9,4.5,121,55.4,,
MO-125,Maries County,Missouri,59.8,4.7,120,55.1,,
MO-127,Marion County,Missouri,55.6,2.9,104,52.7,,
MO-129,Mercer County,Missouri,53.8,2.7,102,51.1,,
MO-131,Miller County,Missouri,59.8,4.6,118,55.2,,
MO-133,Mississippi County,Missouri,62.3,4.4,119,57.9,,
MO-135,Moniteau County,Missouri,59.1,4.7,119,54.4,,
MO-137,Monroe County,Missouri,56.2,3.5,108,52.7,,
MO-139,Montgomery County,Missouri,58,4.5,116,53.5,,
MO-141,Morgan County,Missouri,58.9,4.5,118,54.4,,
MO-143,New Madrid County,Missouri,62.8,4.1,120,58.7,,
MO-145,Newton County,Missouri,59.8,2.9,107,56.9,,
MO-147,Nodaway County,Missouri,55.8,4.6,115,51.2,,
MO-149,Oregon County,Missouri,61.4,4.8,122,56.6,,
MO-151,Osage County,Missouri,59.8,4.9,119,54.9,,
MO-153,Ozark County,Missouri,60.3,3.9,115,56.4,,
MO-155,Pemiscot County,Missouri,64,4.6,123,59.4,,
MO-157,Perry County,Missouri,59.8,4.2,119,55.6,,
MO-159,Pettis County,Missouri,58.7,4.6,118,54.1,,
MO-161,Phelps County,Missouri,59.8,4.6,120,55.2,,
MO-163,Pike County,Missouri,57,4,114,53,,
MO-165,Platte County,Missouri,58.1,4.6,117,53.5,,
MO-167,Polk County,Missouri,59.7,4.4,118,55.3,,
MO-169,Pulaski County,Missouri,59.8,4.5,119,55.3,,
MO-171,Putnam County,Missouri,53.6,2.8,101,50.8,,
MO-173,Ralls County,Missouri,56.4,3.5,108,52.9,,
MO-175,Randolph County,Missouri,57,4.2,116,52.8,,
MO-177,Ray County,Missouri,57.4,4.4,116,53,,
MO-179,Reynolds County,Missouri,60.2,4.9,123,55.3,,
MO-181,Ripley County,Missouri,61.8,4.1,120,57.7,,
MO-183,St. Charles County,Missouri,59,4.3,116,54.7,,
MO-185,St. Clair County,Missouri,60,4.2,116,55.8,,
MO-186,Ste. Genevieve County,Missouri,60.1,4.8,121,55.3,,
MO-187,St. Francois County,Missouri,59.8,5,122,54.8,,
MO-189,St. Louis County,Missouri,59.5,4.3,117,55.2,,
MO-195,Saline County,Missouri,58.1,4.4,116,53.7,,
MO-197,Schuyler County,Missouri,53.6,3,102,50.6,,
MO-199,Scotland County,Missouri,53.1,2.1,97,51,,
MO-201,Scott County,Missouri,61.7,4.3,120,57.4,,
MO-203,Shannon County,Missouri,60.6,4.9,122,55.7,,
MO-205,Shelby County,Missouri,54.9,2.9,105,52,,
MO-207,Stoddard County,Missouri,62,3.7,115,58.3,,
MO-209,Stone County,Missouri,59,2.7,105,56.3,,
MO-211,Sullivan County,Missouri,54.4,2.9,102,51.5,,
MO-213,Taney County,Missouri,59.8,3.2,109,56.6,,
MO-215,Texas County,Missouri,59.6,4.5,121,55.1,,
MO-217,Vernon County,Missouri,59.6,3.4,107,56.2,,
MO-219,Warren County,Missouri,58.5,4.7,118,53.8,,
MO-221,Washington County,Missouri,59.7,5.2,122,54.5,,
MO-223,Wayne County,Missouri,61,4.2,120,56.8,,
MO-225,Webster County,Missouri,58.1,3.7,110,54.4,,
MO-227,Worth County,Missouri,55.2,4.6,116,50.6,,
MO-229,Wright County,Missouri,58.8,4,116,54.8,,
MO-510,St. Louis City,Missouri,59.8,4.4,117,55.4,,
MT-001,Beaverhead County,Montana,37.6,2.8,105,34.8,,
MT-003,Big Horn County,Montana,45.4,2.3,97,43.1,,
MT-005,Blaine County,Montana,45.4,3.3,103,42.1,,
MT-007,Broadwater County,Montana,43.1,2.5,102,40.6,,
MT-009,Carbon County,Montana,43.1,3.5,103,39.6,,
MT-011,Carter County,Montana,45.7,3.3,105,42.4,,
MT-013,Cascade County,Montana,42.8,1.9,93,40.9,,
MT-015,Chouteau County,Montana,44.9,2.1,90,42.8,,
MT-017,Custer County,Montana,47.6,3.5,109,44.1,,
MT-019,Daniels County,Montana,45,5,115,40,,
MT-021,Dawson County,Montana,47.4,4.5,112,42.9,,
MT-023,Deer Lodge County,Montana,38.5,3.6,110,34.9,,
MT-025,Fallon County,Montana,45.6,3.1,105,42.5,,
MT-027,Fergus County,Montana,44.7,2.4,94,42.3,,
MT-029,Flathead County,Montana,40.5,2.5,101,38,,
MT-031,Gallatin County,Montana,40.2,3.2,108,37,,
MT-033,Garfield County,Montana,47.3,4,115,43.3,,
MT-035,Glacier County,Montana,39.3,2.4,92,36.9,,
MT-037,Golden Valley County,Montana,44.7,2.5,97,42.2,,
MT-039,Granite County,Montana,39.3,2.9,107,36.4,,
MT-041,Hill County,Montana,44.2,2.6,94,41.7,,
MT-043,Jefferson County,Montana,41.4,3.6,110,37.8,,
MT-045,Judith Basin County,Montana,41.1,2.1,92,39,,
MT-047,Lake County,Montana,44.6,2.8,111,41.8,,
MT-049,Lewis and Clark County,Montana,40.9,2.6,102,38.3,,
MT-051,Liberty County,Montana,43.6,2.7,94,40.9,,
MT-053,Lincoln County,Montana,41.8,1.8,96,40,,
MT-055,McCone County,Montana,48.1,5.2,120,42.9,,
MT-057,Madison County,Montana,39.6,3,107,36.6,,
MT-059,Meagher County,Montana,39.8,3.1,104,36.7,,
MT-061,Mineral County,Montana,41,1.2,90,39.8,,
MT-063,Missoula County,Montana,41.5,2.2,100,39.3,,
MT-065,Musselshell County,Montana,46.5,2.6,99,43.9,,
MT-067,Park County,Montana,39.3,3.7,109,35.6,,
MT-069,Petroleum County,Montana,47.9,3.2,106,44.7,,
MT-071,Phillips County,Montana,46.9,3.7,107,43.2,,
MT-073,Pondera County,Montana,42.1,2.5,92,39.6,,
MT-075,Powder River County,Montana,46.1,2.4,98,43.7,,
MT-077,Powell County,Montana,40.1,3.1,109,37,,
MT-079,Prairie County,Montana,47.7,4.3,112,43.4,,
MT-081,Ravalli County,Montana,40.3,2.1,101,38.2,,
MT-083,Richland County,Montana,48,5.2,114,42.8,,
MT-085,Roosevelt County,Montana,47.4,5.3,117,42.1,,
MT-087,Rosebud County,Montana,46.6,2.7,102,43.9,,
MT-089,Sanders County,Montana,42.8,1.6,96,41.2,,
MT-091,Sheridan County,Montana,45.6,4.9,113,40.7,,
MT-093,Silver Bow County,Montana,39.9,3.8,114,36.1,,
MT-095,Stillwater County,Montana,43.8,2.9,103,40.9,,
MT-097,Sweet Grass County,Montana,42.7,3.4,107,39.3,,
MT-099,Teton County,Montana,41.6,2.3,92,39.3,,
MT-101,Toole County,Montana,43.5,2.8,93,40.7,,
MT-103,Treasure County,Montana,46.8,2.2,94,44.6,,
MT-105,Valley County,Montana,46.5,4.7,116,41.8,,
MT-107,Wheatland County,Montana,42.8,2.8,101,40,,
MT-109,Wibaux County,Montana,46.1,3.3,101,42.8,,
MT-111,Yellowstone County,Montana,46.8,2.1,96,44.7,,
NE-001,Adams County,Nebraska,52.4,2.7,99,49.7,,
NE-003,Antelope County,Nebraska,49.8,1.9,91,47.9,,
NE-005,Arthur County,Nebraska,49.3,3.1,108,46.2,,
NE-007,Banner County,Nebraska,46.9,2.5,103,44.4,,
NE-009,Blaine County,Nebraska,48.4,0.9,78,47.5,,
NE-011,Boone County,Nebraska,50.3,2.4,96,47.9,,
NE-013,Box Butte County,Nebraska,46.9,2.8,105,44.1,,
NE-015,Boyd County,Nebraska,48.9,1.2,82,47.7,,
NE-017,Brown County,Nebraska,48.1,1.3,82,46.8,,
NE-019,Buffalo County,Nebraska,51.3,2.5,95,48.8,,
NE-021,Burt County,Nebraska,52.3,3,103,49.3,,
NE-023,Butler County,Nebraska,52.9,3.5,109,49.4,,
NE-025,Cass County,Nebraska,53.8,2.9,104,50.9,,
NE-027,Cedar County,Nebraska,50,2.4,98,47.6,,
NE-029,Chase County,Nebraska,51.8,3.4,110,48.4,,
NE-031,Cherry County,Nebraska,47.4,2,96,45.4,,
NE-033,Cheyenne County,Nebraska,48.2,2.5,102,45.7,,
NE-035,Clay County,Nebraska,53.1,3.1,106,50,,
NE-037,Colfax County,Nebraska,52,3,103,49,,
NE-039,Cuming County,Nebraska,51.2,2.4,95,48.8,,
NE-041,Custer County,Nebraska,49,1.5,88,47.5,,
NE-043,Dakota County,Nebraska,51,2.6,100,48.4,,
NE-045,Dawes County,Nebraska,47.6,2.7,103,44.9,,
NE-047,Dawson County,Nebraska,50.6,1.7,89,48.9,,
NE-049,Deuel County,Nebraska,50.1,2.8,106,47.3,,
NE-051,Dixon County,Nebraska,50.2,2.2,94,48,,
NE-053,Dodge County,Nebraska,52.6,3,107,49.6,,
NE-055,Douglas County,Nebraska,54,3.6,108,50.4,,
NE-057,Dundy County,Nebraska,52.5,3.3,110,49.2,,
NE-059,Fillmore County,Nebraska,53.6,3.3,109,50.3,,
NE-061,Franklin County,Nebraska,52.3,1.7,83,50.6,,
NE-063,Frontier County,Nebraska,52.4,3.1,107,49.3,,
NE-065,Furnas County,Nebraska,53.4,2.7,102,50.7,,
NE-067,Gage County,Nebraska,54,2.7,99,51.3,,
NE-069,Garden County,Nebraska,48.6,2.7,103,45.9,,
NE-071,Garfield County,Nebraska,47.9,1,77,46.9,,
NE-073,Gosper County,Nebraska,51.7,2,91,49.7,,
NE-075,Grant County,Nebraska,48.3,3.1,109,45.2,,
NE-077,Greeley County,Nebraska,49.5,1.7,89,47.8,,
NE-079,Hall County,Nebraska,52.2,2.9,102,49.3,,
NE-081,Hamilton County,Nebraska,52.8,3.1,106,49.7,,
NE-083,Harlan County,Nebraska,52.6,1.9,87,50.7,,
NE-085,Hayes County,Nebraska,51.9,3.2,109,48.7,,
NE-087,Hitchcock County,Nebraska,53.3,3.4,108,49.9,,
NE-089,Holt County,Nebraska,48.3,1.2,81,47.1,,
NE-091,Hooker County,Nebraska,48.6,2.5,101,46.1,,
NE-093,Howard County,Nebraska,51.2,2.3,95,48.9,,
NE-095,Jefferson County,Nebraska,54.4,3.3,105,51.1,,
NE-097,Johnson County,Nebraska,54,2.5,97,51.5,,
NE-099,Kearney County,Nebraska,51.5,2.1,90,49.4,,
NE-101,Keith County,Nebraska,50.3,2.6,104,47.7,,
NE-103,Keya Paha County,Nebraska,48.2,1.7,88,46.5,,
NE-105,Kimball County,Nebraska,46,2.3,99,43.7,,
NE-107,Knox County,Nebraska,49.7,1.8,88,47.9,,
NE-109,Lancaster County,Nebraska,54.2,3.6,109,50.6,,
NE-111,Lincoln County,Nebraska,50.2,2.2,95,48,,
NE-113,Logan County,Nebraska,49,1.9,94,47.1,,
NE-115,Loup County,Nebraska,47.8,0.8,73,47,,
NE-117,McPherson County,Nebraska,49,2.4,100,46.6,,
NE-119,Madison County,Nebraska,50.8,2.4,95,48.4,,
NE-121,Merrick County,Nebraska,52.4,3,102,49.4,,
NE-123,Morrill County,Nebraska,48.3,2.8,106,45.5,,
NE-125,Nance County,Nebraska,51.5,2.7,96,48.8,,
NE-127,Nemaha County,Nebraska,54.4,2.5,97,51.9,,
NE-129,Nuckolls County,Nebraska,53.6,3,103,50.6,,
NE-131,Otoe County,Nebraska,53.9,2.5,99,51.4,,
NE-133,Pawnee County,Nebraska,54.5,2.7,102,51.8,,
NE-135,Perkins County,Nebraska,50.8,3,106,47.8,,
NE-137,Phelps County,Nebraska,51.3,1.8,87,49.5,,
NE-139,Pierce County,Nebraska,50.1,2.2,94,47.9,,
NE-141,Platte County,Nebraska,51.7,3,103,48.7,,
NE-143,Polk County,Nebraska,52.8,3.3,109,49.5,,
NE-145,Red Willow County,Nebraska,54.1,4,113,50.1,,
NE-147,Richardson County,Nebraska,55.7,3.5,110,52.2,,
NE-149,Rock County,Nebraska,47.8,1.2,77,46.6,,
NE-151,Saline County,Nebraska,54.1,3.5,110,50.6,,
NE-153,Sarpy County,Nebraska,54,3.3,106,50.7,,
NE-155,Saunders County,Nebraska,53.7,3.7,110,50,,
NE-157,Scotts Bluff County,Nebraska,48.5,2.9,107,45.6,,
NE-159,Seward County,Nebraska,53.7,3.6,111,50.1,,
NE-161,Sheridan County,Nebraska,47.3,3,106,44.3,,
NE-163,Sherman County,Nebraska,50.5,2.2,94,48.3,,
NE-165,Sioux County,Nebraska,45.9,2.5,103,43.4,,
NE-167,Stanton County,Nebraska,51,2.5,95,48.5,,
NE-169,Thayer County,Nebraska,54.6,3.7,114,50.9,,
NE-171,Thomas County,Nebraska,48.8,1.7,91,47.1,,
NE-173,Thurston County,Nebraska,51.1,2.6,100,48.5,,
NE-175,Valley County,Nebraska,48.8,1.4,85,47.4,,
NE-177,Washington County,Nebraska,53.4,3.4,106,50,,
NE-179,Wayne County,Nebraska,50.4,2.5,99,47.9,,
NE-181,Webster County,Nebraska,53,2.3,95,50.7,,
NE-183,Wheeler County,Nebraska,48.8,1.5,84,47.3,,
NE-185,York County,Nebraska,53.4,3.3,109,50.1,,
NV-001,Churchill County,Nevada,48.4,0.3,70,48.1,,
NV-003,Clark County,Nevada,61.5,1,78,60.5,,
NV-005,Douglas County,Nevada,46.3,1.8,89,44.5,,
NV-007,Elko County,Nevada,43.6,2,95,41.6,,
NV-009,Esmeralda County,Nevada,50.8,2.3,90,48.5,,
NV-011,Eureka County,Nevada,44,1.8,90,42.2,,
NV-013,Humboldt County,Nevada,47,1.8,91,45.2,,
NV-015,Lander County,Nevada,45.1,1.3,83,43.8,,
NV-017,Lincoln County,Nevada,53.2,2.2,93,51,,
NV-019,Lyon County,Nevada,48.6,1,83,47.6,,
NV-021,Mineral County,Nevada,48.4,2.4,95,46,,
NV-023,Nye County,Nevada,49.8,2.1,90,47.7,,
NV-027,Pershing County,Nevada,47.1,0.1,67,47,,
NV-029,Storey County,Nevada,47.7,1.9,88,45.8,,
NV-031,Washoe County,Nevada,44.8,-0.1,67,44.9,,
NV-033,White Pine County,Nevada,44.5,2.9,102,41.6,,
NV-510,Carson City,Nevada,47.6,1.9,91,45.7,,
NH-001,Belknap County,New Hampshire,44.5,2.2,100,42.3,,
NH-003,Carroll County,New Hampshire,43.1,2.6,104,40.5,,
NH-005,Cheshire County,New Hampshire,45.4,3,107,42.4,,
NH-007,Coos County,New Hampshire,39.3,2.6,101,36.7,,
NH-009,Grafton County,New Hampshire,41.3,2.1,96,39.2,,
NH-011,Hillsborough County,New Hampshire,46.5,2.9,107,43.6,,
NH-013,Merrimack County,New Hampshire,44.9,2.3,102,42.6,,
NH-015,Rockingham County,New Hampshire,46.8,2.7,104,44.1,,
NH-017,Strafford County,New Hampshire,45.8,2.8,106,43,,
NH-019,Sullivan County,New Hampshire,43.2,2.3,99,40.9,,
NJ-001,Atlantic County,New Jersey,53.9,4,119,49.9,,
NJ-003,Bergen County,New Jersey,52,2.9,105,49.1,,
NJ-005,Burlington County,New Jersey,54.1,3.5,115,50.6,,
NJ-007,Camden County,New Jersey,55.1,3.9,118,51.2,,
NJ-009,Cape May County,New Jersey,54.2,4.3,120,49.9,,
NJ-011,Cumberland County,New Jersey,54.9,4.2,119,50.7,,
NJ-013,Essex County,New Jersey,52.3,2.9,103,49.4,,
NJ-015,Gloucester County,New Jersey,55.3,3.9,116,51.4,,
NJ-017,Hudson County,New Jersey,53.5,3.4,109,50.1,,
NJ-019,Hunterdon County,New Jersey,51.3,3.3,111,48,,
NJ-021,Mercer County,New Jersey,52.8,3,105,49.8,,
NJ-023,Middlesex County,New Jersey,52.8,3.1,108,49.7,,
NJ-025,Monmouth County,New Jersey,52.4,2.9,107,49.5,,
NJ-027,Morris County,New Jersey,50.2,2.7,100,47.5,,
NJ-029,Ocean County,New Jersey,52.6,3.3,111,49.3,,
NJ-031,Passaic County,New Jersey,50.5,2.8,101,47.7,,
NJ-033,Salem County,New Jersey,55.3,3.8,116,51.5,,
